tab1,tab2,tab3,tab4,tab5,tab6,tab7,tab8,tab9,tab10,tab11,tab12,tab13,tab14,tab15,tab16,tab17,tab18,tab19,tab20,tab21,tab22,tab23,tab24,tab25,tab26,tab27,tab28,tab29,tab30,tab31,tab32,tab33,tab34,tab35,tab36,tab37,tab38,tab39,tab40,tab41,tab42,tab43,tab44,tab45,tab46,tab47,tab48,tab49,tab50,tab51,tab52,tab53,tab54,tab55,tab56,tab57,tab58,tab59,tab60,tab61,tab62,tab63,tab64,tab65,tab66,tab67,tab68,tab69,tab70,tab71,tab72,tab73,tab74,tab75,tab76,tab77,tab78,tab79,tab80,tab81,tab82,tab83,tab84,tab85,tab86,tab87,tab88,tab89,tab90,tab91,tab92,tab93,tab94,tab95,tab96,tab97,tab98,tab99,tab100,tab101,tab102,tab103,tab104,tab105,tab106,tab107,tab108,tab109,tab110,tab111,tab112,tab113,tab114,tab115,tab116,tab117,tab118,tab119,tab120,tab121,tab122,tab123,tab124,tab125,tab126,tab127,tab128,tab129,tab130,tab131,tab132,tab133,tab134,tab135,tab136,tab137,tab138,tab139,tab140,tab141,tab142,tab143,tab144,tab145,tab146,tab147,tab148,tab149,tab150,tab151,tab152,tab153,tab154,tab155,tab156,tab157,tab158,tab159,tab160,tab161,tab162,tab163,tab164,tab165,tab166,tab167,tab168,tab169,tab170,tab171,tab172,tab173,tab174,tab175,tab176,tab177,tab178,tab179,tab180,tab181,tab182,tab183,tab184,tab185,tab186,tab187,tab188,tab189,tab190,tab191,tab192,label
-1.8133962,-0.7242027,-0.2655109,-0.62455744,1.0037823,-0.19766566,0.6739657,-2.0279639,-0.2568603,-0.8536448,-1.4433676,0.07740828,0.82551914,-0.26517206,-0.92090076,-0.12720689,-0.41967002,0.9966186,-0.07400829,-1.425648,0.29271004,0.9604362,-0.9351899,-0.26638782,-0.04973677,-1.445615,1.654444,-0.005902953,0.25724354,-0.09884891,-0.03406123,-0.47352976,-1.7673455,1.3520383,-1.2283796,-1.047644,0.38616547,-0.55812407,1.6500313,-0.25726068,1.6143222,0.4050405,1.3668455,-0.6101302,0.830826,-0.007582695,-0.3358404,0.1698766,-0.64834446,1.0118521,-0.7840493,-1.2246004,0.28233093,1.2846322,-2.0285404,0.8476882,0.40008426,0.21420708,0.6487861,0.9068296,0.45571837,1.4705863,-0.7243503,-0.74989444,-1.215608,-0.8522221,-0.110447295,0.013590893,1.639203,0.2632025,1.380646,1.6089845,-0.1774955,0.4982092,0.4277213,-0.16961695,0.2854594,-0.28292102,1.3185667,0.8409608,2.2998493,0.28178492,1.0873721,-0.07480015,1.0062156,0.0802895,-0.29654202,1.7254279,-1.6085911,0.757348,1.1992671,2.0254838,-1.1654023,-1.0429585,-0.23543842,0.49493176,1.1784137,1.0494691,-1.0545882,-1.6817784,-1.5949808,1.1980588,2.265655,-0.8026173,-1.0391431,-0.82392466,0.17582545,1.1174312,0.101473734,-1.1115992,-1.4669732,-1.177916,2.3448033,0.88594985,0.41557908,-2.456555,0.9234415,0.5259087,1.2941955,-0.55959255,0.26167595,0.44305754,-1.2440087,0.18445125,-0.7345298,-0.48858565,0.6065963,-1.111916,0.5670158,0.8559073,-0.53046966,-0.17672892,0.54368603,-0.646966,-0.16399488,0.9035935,-0.6991689,0.6459635,1.245081,0.84481007,0.69849706,-0.13076657,-1.3858235,0.1438108,0.43705323,0.86599964,-1.1616051,-1.3701413,1.5934023,-0.13313927,0.5402754,1.4224913,-0.51391935,0.24712138,-1.340698,-1.0609763,0.008397369,-0.5038231,-0.54614466,-2.4602077,1.3482988,-0.1471799,-1.1258727,-0.17087308,0.7222083,1.006624,1.582549,-1.3968208,-0.6507731,0.6036815,-0.3008214,-0.14106669,-0.55541015,-1.8237665,-0.8077945,-1.4023442,0.15078312,-1.0815802,1.0812007,-0.897243,0.026678147,0.7058475,0.8140298,0.052088022,0.20487909,1.3711872,-1.2820803,-1.0152856,-1.6239477,0.30974934,1.2395501,-0.47962973,1
-1.5769445,0.4381689,0.38777173,-1.8461028,0.8937062,0.46129256,1.2051847,-1.3902763,0.24283601,-0.61228937,-1.2795899,-1.0083632,1.6015016,0.9021018,0.27316612,0.1894958,-0.061330367,0.39795163,0.2720804,-1.7308927,-0.9919563,1.8802229,-0.7410749,-0.34610033,0.17028333,-0.47954005,2.3723664,0.28639436,0.7534647,0.12014547,1.2397418,-0.6314699,-2.3333678,2.8007708,-0.7635955,-0.1289707,0.07733015,-0.58022505,0.32848933,0.10870605,1.9657049,0.7313337,1.1448203,0.80121374,1.1677111,-0.35626253,-0.6468056,0.9516837,-0.35974303,1.0689679,-0.02322685,-0.9732184,0.9929414,1.1657565,-1.3639266,0.085567124,0.7247848,-0.4439731,1.202304,0.76601285,1.0378498,1.0359397,-0.4606389,-0.76240957,-0.6142031,-0.36060363,1.1461577,1.0895988,1.8098217,-0.21031068,-0.4479455,0.77714527,-1.0655495,-0.70553964,0.7610856,-0.5540247,0.35872272,0.19052684,1.0329872,0.388885,2.3672078,0.7371551,1.6959158,0.22019872,0.57453895,-0.8155875,0.47798556,0.14268611,-0.51377165,0.3681284,0.370374,0.6000009,-0.73551,-1.432965,-0.9093735,0.5380986,0.05493845,0.69940895,-0.6632385,-2.630315,-1.4334944,0.61810654,2.1907,-0.20808372,-1.9675095,-1.1887925,0.72077227,-0.12395024,0.27520657,-1.266469,-1.0527999,-0.10648469,1.7883543,1.0040413,0.48558366,-1.6440227,0.50305134,0.02441324,-0.4025339,0.068574004,-0.8934173,1.3049284,-1.651389,0.103373595,-0.8792521,-1.3449286,0.28961402,-2.1729503,0.78395635,0.035912115,0.63321555,-0.1039748,1.0494764,-1.3331425,1.3157147,1.4439499,0.3257532,0.03892804,0.40808225,-0.33367774,0.0046282765,-0.4447535,-0.9371728,-0.73485655,0.5488262,1.368776,-0.87536347,-0.5178355,0.69659376,0.5698084,0.030178707,0.2589109,-0.1724031,1.0003796,-2.0203984,-1.6220936,-0.023026785,-0.5002814,-0.40147704,-2.4738727,2.1759436,-0.73517376,0.13659231,0.01276261,-0.5525146,0.810982,0.6479764,-1.2701733,-1.0174929,-0.44706032,-0.20547977,0.085354455,-0.014581652,-0.9922387,-0.73517746,-1.5296925,1.0515364,-1.4740106,0.6354001,-0.7789743,0.3562494,-0.4747904,-0.3384573,0.05761209,-0.053944275,0.37772354,-1.3844259,-0.3521079,-1.4989032,0.40433586,1.1819532,-0.23472287,0
-1.745088,-0.52373135,-0.21352285,-1.275497,1.010092,0.12422216,0.7003447,-1.82601,0.1144831,-0.7857578,-1.4441974,-0.32885715,1.244426,0.12748264,-0.8081178,0.13653535,-0.53285223,1.0964475,0.35747147,-1.4976618,-0.20189416,1.195878,-0.906961,-0.20505655,0.25311688,-1.4438591,1.8672861,0.20246619,0.2830351,-0.20311037,0.5031123,-0.9247997,-2.3255203,1.8150195,-0.87087095,-0.5701305,0.39972126,-0.3502365,1.5773894,-0.14226803,1.7654229,0.76475763,1.2371937,0.019342722,0.9468817,0.027049787,-0.5079068,0.49749234,-0.6382555,0.85031426,-0.42952856,-1.5129688,0.40458182,1.2020129,-1.8836308,0.65328175,0.70193183,0.15261577,1.0319296,0.67546004,0.56017023,1.5435692,-0.54489404,-0.7519015,-1.1043981,-0.6695296,0.19123475,0.16403411,1.9103038,0.14383912,1.1104494,1.5356553,-0.5592441,-0.4101732,0.52232796,-0.18680449,0.28230852,0.0045076474,1.2986406,0.704957,2.2755237,0.49323666,1.52041,-0.12668173,0.9720973,-0.35854784,-0.15071021,1.066441,-1.2561918,0.64103276,1.3327032,1.6333022,-1.3994012,-1.185168,-0.30577463,0.8378927,0.7356497,0.968512,-0.90569186,-1.7587044,-1.9713981,1.3015991,2.2105298,-0.6738939,-1.1951284,-1.1744152,0.0048275585,0.6639629,0.20779438,-1.2409115,-1.1266843,-1.0692588,2.0748239,1.2555593,0.45715454,-2.0604937,0.8707701,0.21069154,0.82251996,-0.2631236,0.09817817,0.713657,-1.482095,-0.022563284,-0.66280997,-0.6669022,0.76911676,-1.3807213,0.55184746,0.58988243,-0.2941854,-0.3418749,0.81643796,-0.9701024,0.5414248,1.2953357,-0.57440174,0.68851733,1.12834,0.14864634,0.4204604,-0.30232504,-1.2453681,0.16656767,0.5003658,1.1312542,-1.0387815,-0.9652088,1.329558,-0.09835325,0.5462089,0.9723231,-0.49416882,0.61154974,-1.6358818,-1.2744372,0.14759512,-0.4277022,-0.8915553,-2.595807,1.5392647,-0.5601492,-0.88724136,-0.22001986,0.3254619,0.9899338,1.28294,-1.5803773,-1.2003216,0.047635846,-0.25885165,-0.018350087,-0.46103206,-1.771505,-0.5894502,-1.351881,0.5238522,-1.3227177,1.0037774,-0.8624214,0.2880455,0.39037117,0.3979554,0.00671694,0.22296037,1.1658292,-1.5057833,-0.4614924,-1.7075695,0.28379092,1.069682,-0.5014873,0
-2.0203323,-0.8852304,-0.60571545,-0.4041834,1.0306089,-0.3826543,0.5572131,-2.1046424,-0.1635946,-0.8321894,-1.4375657,0.09796461,0.9260505,-0.24036548,-1.0864304,-0.1572612,-0.2509125,1.2407873,0.26084882,-1.2704564,0.45855385,0.7307787,-0.62267846,-0.051910367,-0.029242938,-1.601729,1.6586908,-0.06787128,-0.038233053,-0.37433112,0.119383626,-0.4305067,-2.099424,1.3425298,-1.203113,-1.0226835,0.6106292,-0.27888936,1.8435013,-0.31032392,1.4401588,0.59528047,1.6057813,-0.6541955,1.1026812,0.23262165,-0.06625245,0.08408247,-0.51487446,0.51746553,-0.3511494,-1.3844,0.12016616,1.1147547,-1.9113427,0.6407269,0.5044061,0.5408024,0.6916499,0.5667716,0.31089878,1.4637042,-0.5191907,-0.46490797,-1.2902883,-0.78368723,-0.14020246,-0.00773375,1.5173395,0.3891101,1.7779653,1.7219028,-0.0519834,0.1508911,0.29157585,-0.034040794,0.11414919,-0.26632,0.95552444,0.7046399,2.1029913,0.04922684,1.1235358,-0.26782963,0.94375485,0.131798,-0.3893105,1.6589832,-1.6469249,0.78351116,1.6749886,2.0768452,-1.2142165,-0.98317957,-0.18295334,0.7507395,1.0907012,0.9789382,-0.9117997,-1.6467214,-1.7207563,1.6356189,2.064078,-0.89970756,-1.0996642,-1.0208251,0.04233918,1.1727506,0.024591163,-1.2121314,-1.4171567,-1.4700149,2.2269537,1.0404276,0.50533384,-2.1151326,0.9628094,0.27732915,1.539505,-0.56002516,0.13224782,0.44845682,-1.2006863,0.12952311,-0.47367755,-0.2698149,0.5066322,-0.8292558,0.22618696,0.95431614,-0.8124727,-0.303352,0.67473453,-0.48351115,-0.14579214,0.69652873,-0.79031265,0.71291566,1.4061706,1.0982934,0.50429595,-0.40422288,-1.0390359,0.21735376,0.37614805,0.5957192,-1.1164349,-1.3910202,1.5420297,-0.39656946,0.766961,1.1431551,-0.711779,0.19998667,-1.2914413,-0.72644705,0.06665735,-0.49665517,-0.65702283,-2.282533,1.2922624,-0.5397596,-1.1131176,-0.17300637,0.5876834,0.6763484,1.6563977,-1.5226663,-0.75460434,0.56295127,-0.25576264,-0.051298488,-0.44124946,-1.791472,-0.7541098,-1.3083603,0.19417791,-0.91677624,0.8639093,-0.9922282,-0.13528316,0.9199465,0.5990275,0.031213718,0.3396425,1.6973913,-1.074,-0.9073235,-1.9568017,0.33625057,1.1977553,-0.562366,1
-1.137292,1.8349099,0.36526963,-1.4390332,0.056650914,2.377187,1.2445635,1.268413,0.2837036,0.1897603,0.055120487,-1.1130967,2.4347746,0.8545418,1.167669,1.4300804,-0.77412915,-0.8894529,-0.057903368,-1.8478067,-1.3694406,1.2167736,0.03946617,0.0888765,1.2009902,-0.038930282,0.84251857,-0.6563724,0.42251468,-0.39638162,1.6946735,-0.8738725,-1.3352842,1.8468741,0.88447624,1.5918996,-0.7589019,0.14357375,0.51837105,0.83883905,1.2098051,0.8640846,-0.03836458,1.0440797,0.93016964,-0.69738424,-1.3630847,0.9969561,0.18043955,0.62466586,1.3964083,-0.3656824,0.16481812,0.70777184,0.2351773,0.21133769,0.86678594,-1.4055846,1.5828367,0.33694533,0.29856023,0.44750267,0.78744274,-0.7486796,0.3213063,0.8744776,0.50271064,1.3431015,1.1738524,-1.0171416,-1.5202912,-0.5493202,-1.1551127,-1.9185652,0.94738156,-0.03240271,-0.2789849,0.69192356,-0.66786873,-0.15240899,0.1096097,0.06811844,1.0837826,-1.248824,-0.10326401,-1.4511864,0.7260123,-1.9053769,1.7582006,-0.017125506,-1.1055279,-0.9003178,-0.85906637,-1.5929117,-1.0270945,-0.28526416,-1.1557373,0.24320267,-0.26656318,-0.19543341,-0.16034673,-0.2848467,1.1374015,-0.5273732,-1.8912501,-1.9070983,-0.12298168,-0.32891297,0.40883437,-0.95594263,-0.17563,0.9927974,0.66840285,0.39424816,-1.113569,0.32292125,0.23422305,0.012003073,-1.0736152,1.471328,-1.0750544,1.062923,-0.07840299,-0.5217664,-0.16760512,-0.6862333,0.4006405,-1.8377777,-0.04731928,-0.9236236,1.9594529,0.11602182,1.1583835,-1.6066338,2.0227885,0.64061815,0.15678433,-0.6299281,-1.5269667,-2.1036568,-1.3715672,-0.9998977,0.41191956,-0.3216632,0.29747254,1.7011932,0.6197759,0.64130706,-0.48241845,0.56917864,0.1285363,-1.6045437,0.3000795,1.0877559,-0.72952104,-0.6027238,1.1119567,-0.0085277315,-0.27382472,-1.5772063,1.9721518,-1.6735123,0.738268,0.9957729,-0.9261827,0.41524926,-0.026616657,0.08525009,-0.30201992,-1.4241296,0.023823125,0.10724244,0.69302267,-0.81584275,0.40235505,-1.1911336,2.2132916,0.53075147,-0.18068582,0.5776301,0.32786012,-0.32761285,-1.5430514,-0.88865423,-0.072390094,-0.8045458,-1.766885,0.5357431,-0.37998262,0.48917875,-0.12703808,-0.8773216,0
-1.3879623,0.9916217,0.2580525,-0.921427,0.5908961,1.9145144,1.1870004,0.90580904,0.004119114,-0.45623434,-0.019654639,-0.8658791,2.526026,0.83186615,1.0470498,1.0761048,-0.35953543,-1.046829,-0.014899806,-1.5104716,-1.3477184,1.4993123,-0.3500417,-0.027229656,1.0941415,-0.060963888,0.92404354,-0.9254454,0.8005405,-0.7735145,1.5571163,-0.98095274,-1.5695466,1.8204957,0.2373156,1.623788,-0.40689668,0.042717654,1.1678475,1.0404623,1.6347917,0.9412505,0.514449,1.6669605,1.2138546,-0.45751926,-1.1240252,1.1019698,0.53368515,0.763184,1.4063776,-0.82992035,-0.11368518,1.2659179,0.42126888,-0.07996905,0.70081663,-1.0965236,1.4163352,0.043674134,0.110607244,0.17418465,0.85612524,-1.0618758,0.023189034,1.0062587,0.37249613,1.4119482,1.2187021,-1.0009016,-1.05043,-0.46754444,-1.1201166,-2.0334468,1.0885389,-0.08621309,-0.7995842,0.44950238,-0.5647747,-0.16589978,0.46184677,0.38989642,1.1873786,-1.1907866,-0.6677377,-1.1586095,0.6120651,-1.8528311,1.542624,0.044312526,-0.94561434,-0.749757,-1.196905,-1.7419472,-0.7454342,-0.50458676,-0.8055156,0.14359587,-0.4082735,-0.18044585,-0.90289074,-0.104617596,1.4331412,-0.12348931,-1.8196297,-2.2036645,-0.032488964,0.16506194,0.56477565,-0.8208566,-0.56091166,0.70499873,0.7342927,1.0832756,-1.3451074,-0.11365787,0.19109483,-0.19688575,-0.52176523,1.3302947,-0.7675802,1.437576,0.16857171,-0.66510236,0.28799462,-0.8080134,-0.08134788,-2.182886,0.40915474,-1.0312111,1.7545965,-0.14594132,0.7577367,-1.3996018,1.9071864,0.6429377,0.18955703,-0.7230471,-1.4470798,-1.4336774,-1.7069334,-0.84804595,0.33249447,-0.7028175,0.74317235,1.4142413,0.73041934,-9.2625596e-05,-0.34265387,0.64311445,0.2682923,-1.2327245,-0.026525559,0.58848524,-0.531846,-0.63081896,0.57388854,-0.4065083,-0.19730905,-1.9441855,1.8337559,-2.0437832,1.0159287,0.84390503,-0.62615615,0.33721203,0.2556133,0.4325289,-0.31915155,-1.5387046,-0.5794736,0.23969166,1.058298,-1.1900749,0.3806341,-1.0447216,2.3690095,0.76239043,0.27811897,0.9444186,0.20027705,-0.59410304,-1.4909098,-1.2551328,0.08822456,-0.4152549,-1.315511,0.16872124,-0.58674496,0.8325037,0.4316088,-1.16013,0
-1.2088772,-1.4174228,-0.23139688,0.72894794,0.2689911,-1.0106814,-0.07588134,-2.1108441,-0.5975853,-0.82267183,-1.2138399,1.018484,0.1204458,-0.924855,-1.3382772,-0.12972407,-0.30810854,0.5683782,-0.8922261,-0.47216108,1.337625,-0.30008984,-0.6174302,0.060837276,-0.0281108,-1.2960213,0.79342026,-0.17378078,0.42457673,-0.41230103,-0.8946738,-0.091019556,-0.51818335,-0.34769848,-1.780263,-1.5630322,0.011922938,-0.20553814,1.9404322,-0.50183994,0.9933716,-0.2141603,0.5468632,-1.3882021,0.44939387,-0.098630495,0.06329687,-0.49657324,-0.96748936,1.2491659,-1.0104588,-1.0563483,-0.2647419,0.94537115,-1.6039515,0.6444505,0.046965446,0.38684046,-0.00030328427,0.50419486,-0.06278779,1.0067914,-0.7031013,-0.19000804,-0.8562363,-1.3283459,-1.0215337,-0.8509378,1.0991725,0.41914168,1.517235,1.9441202,1.2523667,2.1066883,-0.28308773,-0.18511535,0.42806935,-1.1523716,1.1508459,0.89090294,1.1434015,0.5980648,0.061399512,0.647886,1.0540807,1.1332238,-0.9204112,2.4656994,-2.3459053,0.4731941,0.79996,2.0829346,-0.32496396,-0.16694796,0.24069571,0.0871476,2.2483191,1.0155213,-0.9350343,-0.35834834,-0.8476655,0.555535,1.3677472,-0.44264016,-0.44865426,-0.03258366,-0.010305526,2.1577463,-0.08950975,-0.4031888,-1.3384597,-1.911423,2.1283078,0.33847606,0.24939309,-2.4251583,0.6741709,0.6249203,1.688069,-0.75025606,0.94419444,-0.21199672,-0.42825323,0.024573721,-0.53576344,0.23295292,0.40747002,-0.44871455,1.14634,1.0435523,-1.2523359,-0.6963626,-0.50757015,-0.0798436,-1.2581115,0.2938928,-0.7480158,-0.03896199,1.4401366,1.6359286,0.98752904,0.7209338,-1.1498053,0.46389478,0.17835426,0.3984094,-1.217844,-2.1414053,1.5788566,-0.37480465,0.318764,2.2378788,-0.4201493,-0.23992355,-0.93172866,-0.83428234,-0.3170784,-0.16144398,-0.17577407,-1.512068,0.68916327,1.0286822,-1.7175502,-0.48074797,0.5961918,1.096067,1.9184468,-0.44716462,-0.06755013,1.6143465,0.17229973,-0.36318195,-0.6749976,-0.9176794,-1.0904791,-0.9120967,-0.37602028,-0.786403,0.802843,-1.0021902,-0.33352846,1.2674704,1.8648313,0.26104957,0.027327193,1.6294732,-0.15004872,-1.3837065,-0.9370755,0.47955734,0.6975695,-0.6611518,1
-1.0146897,-1.6786511,0.03341959,0.45144838,0.57636285,-1.6950061,-0.19077186,-2.463825,-0.17681746,-1.2368383,-1.114833,1.1134726,-0.17311737,-0.54388523,-1.3637359,0.030749427,0.740729,0.5516586,-0.9505322,0.17718774,0.38804552,-0.45656693,-0.92218953,-0.26726136,0.07275161,-0.38111478,1.1934633,-0.13790098,0.58778566,-0.40263453,-0.3119775,-0.5132192,-0.7339156,0.5522912,-2.6707468,-1.9887524,0.4779809,-1.0144354,0.9013665,-0.14496341,1.3552283,-0.54304534,1.5571556,-0.56135863,0.46963525,0.056647744,1.2202071,-0.4329373,-0.8863209,1.3758061,-0.973299,-1.3558762,0.31140575,1.1901039,-1.3636537,-0.09223623,0.03084449,0.40044728,-0.10119434,0.004416265,0.37774915,1.2859384,-0.98023754,0.15006875,-1.1503361,-1.7302898,0.17813468,-0.64885515,0.776526,0.5422025,1.368833,1.9404925,0.559254,1.5741311,-0.39887804,0.014778087,-0.094697736,-0.6990571,1.4028754,0.47131783,2.2857678,0.8084171,0.4395038,0.85386705,0.57978886,1.0689421,-1.087064,2.089162,-2.4261804,0.5686502,0.9861077,1.7081803,-0.4837985,-0.24369411,0.6643525,-0.049394745,2.12758,0.9859814,-1.2709364,-1.1560353,-1.0815932,0.8771653,1.7248855,-0.29866713,-0.62322587,0.18291521,0.49695864,1.4969616,0.19673155,-0.6742359,-1.6143067,-1.5530145,1.5989959,0.67723227,0.33192107,-2.2878053,0.47959238,0.5458549,1.2685678,-1.1538146,0.45597732,1.1236918,-0.49935168,0.09515181,-0.43321744,0.4753157,0.04575395,-1.0203135,1.0209227,0.82764524,-1.3762448,-0.5392692,-0.59709275,0.017328508,-0.8433993,0.19673584,-0.69605285,-0.07588761,1.3537692,2.1674647,0.83534753,0.6383006,-0.9810809,-0.26682207,0.6864756,0.043344658,-1.4089125,-1.8589195,1.6596929,0.2448679,-0.52066606,1.4156913,-0.04674161,-0.48124307,-0.732074,-1.0120755,-0.8233358,-0.28211692,-0.31413332,-1.41375,0.8301368,0.82057214,-0.79001075,-0.67805433,0.5206765,0.77740115,1.837708,-0.4088915,-0.116843544,1.6618884,-0.17179465,-0.42713666,0.24113779,-0.718584,-0.6831911,-0.92086494,-0.46300697,-1.0773075,0.7770387,-1.2471074,-0.07188539,0.15519027,1.4461849,0.3179187,-0.17624457,1.9762672,-0.04416005,-1.4188397,-0.9902939,0.50458866,1.0114433,-0.49728316,0
-1.455276,-1.3834361,-0.38522995,0.29003066,0.80852586,-0.94844717,-0.045113903,-2.2123384,-0.4027776,-0.9950586,-1.2038648,0.849548,0.026469933,-0.7341338,-1.4795859,-0.18729974,-0.1743679,0.9422685,-0.57200676,-0.520279,0.9142976,-0.17262219,-0.9127004,-0.20510562,-0.22632718,-1.2274646,1.0038718,-0.074199855,0.2629144,-0.3834045,-0.7502079,-0.3529935,-0.9381027,0.15650754,-1.8388697,-1.609728,0.5862258,-0.49814177,1.6851139,-0.36174664,1.2643405,-0.02524319,1.3693486,-1.1174375,0.49973953,0.32908976,0.3796208,-0.51689214,-0.7743711,0.9964276,-1.0322897,-1.0975009,-0.008579154,1.1937289,-1.7742373,0.78470975,0.14292055,0.48319456,-0.06433426,0.45544615,0.12729006,1.3568156,-0.83981526,-0.3035963,-1.2346,-1.3131793,-0.51276,-0.75640064,1.0369334,0.5111892,1.9045026,1.7702298,0.47699478,1.4546313,-0.10490232,0.071555965,0.08209676,-0.62918186,1.3003237,0.77608293,1.9697957,0.375336,0.4115337,0.13932084,0.9845419,0.79437846,-0.98262537,2.1602907,-2.283733,0.6964628,1.2887962,2.1620154,-0.90212977,-0.41449705,0.3805137,0.32195356,1.9664767,0.95310867,-1.1558284,-0.9554391,-1.2659425,1.1463917,1.832559,-0.6519572,-0.35153905,-0.25947812,0.05754577,1.5842397,0.04739164,-0.7630353,-1.5479962,-1.5062509,2.0369713,0.66160846,0.3148757,-2.469445,0.70798326,0.78070307,1.8177218,-0.95096,0.77380234,0.34758076,-0.7093451,0.31100634,-0.49412125,0.42367208,0.42143017,-0.53604597,0.63636017,0.8752008,-1.2796177,-0.34022042,-0.20422149,-0.084369086,-0.94841194,0.30052137,-0.9983905,0.32696688,1.399651,1.7723306,1.1006387,0.235762,-1.1358871,0.25280303,0.52358437,0.3973748,-1.2051415,-1.6406914,1.8635741,-0.23090759,0.35394078,1.8152926,-0.48048306,-0.36933556,-0.662914,-0.7940158,-0.44312322,-0.43715405,-0.46137092,-1.7022028,0.7241345,0.46645445,-1.3585831,-0.5272707,0.99105245,0.95157796,1.8846021,-0.8633097,-0.1270781,1.3358812,-0.103457116,-0.25362974,-0.52221483,-1.5011806,-0.86694604,-0.96974146,-0.501792,-0.87974834,0.9970654,-1.0787619,-0.24351463,1.0006093,1.338189,0.23235707,0.24357423,1.8294089,-0.5214642,-1.3849467,-1.0442703,0.33291528,0.9229152,-0.54484427,1
-1.2126105,1.3857083,0.24990878,-0.8176112,0.28480095,2.139594,1.2428633,1.0902604,0.19880086,-0.120668866,0.07093595,-0.91192436,2.5546918,0.6579142,1.1773422,1.1922492,-0.35367802,-1.054749,-0.078174174,-1.6142926,-1.0754427,1.2999284,-0.114773504,0.040956855,1.1450753,-0.14001562,0.8802927,-0.92531466,0.5130811,-0.6047558,1.6265392,-0.78892577,-1.5517259,1.6678408,0.48551565,1.6336814,-0.45641226,0.09279437,1.0389134,1.0774539,1.4946823,1.0402737,0.17236152,1.4101394,1.0142399,-0.6274968,-1.1695774,1.0092597,0.4702407,0.6520686,1.6892296,-0.50000525,-0.08757268,0.97962517,0.58454186,0.11620032,0.8921148,-1.1799941,1.3923097,0.23078232,0.1293358,0.036175348,0.99816996,-0.98987496,0.3908313,1.0818566,0.2493427,1.5257466,1.1747329,-0.9213428,-1.2936432,-0.62936676,-0.9509934,-1.9191059,1.0502104,-0.20306455,-0.65735394,0.5461101,-0.88555014,-0.24085787,-0.055244308,0.2608854,1.1768928,-1.3349237,-0.542107,-1.249015,0.48343253,-1.7850783,1.6814194,-0.03171926,-0.91344947,-0.7455254,-0.8882657,-1.755765,-1.0494746,-0.46123675,-0.9302536,0.07502067,-0.30739933,-0.13639727,-0.51863414,-0.19654079,1.3384047,-0.30246115,-2.0523372,-2.19929,-0.1694707,-0.030581597,0.51389885,-0.9664194,-0.3848927,1.0142184,0.7453128,0.80217665,-1.2550018,-0.037187688,0.09264739,-0.21356452,-0.5963599,1.4083761,-0.9043605,1.3055729,0.34496218,-0.6159658,0.057096973,-0.81878537,0.11044191,-2.0582473,0.14740582,-1.0074301,1.9078227,0.002158419,0.8051039,-1.5791488,1.7977446,0.51150215,0.27312082,-0.8422607,-1.6905235,-1.4998488,-1.7237636,-0.99150115,0.473641,-0.48943084,0.6726491,1.4351032,0.8025858,0.18235305,-0.41478288,0.5022306,0.43340647,-1.2611827,0.0153893605,0.93447804,-0.37938344,-0.415683,0.88275874,-0.20671797,-0.13230722,-1.9173261,1.8582383,-2.0513084,0.8925622,0.9616838,-0.9678599,0.42407984,0.24096535,0.371461,-0.20137084,-1.4834257,-0.40059993,0.2749684,0.78857034,-1.1315084,0.3182428,-0.9872662,2.370433,0.6075726,-0.044525087,0.83051133,0.018216226,-0.32746372,-1.5592299,-1.2165794,-0.11161809,-0.5490033,-1.546094,0.25723448,-0.5985281,0.78180635,0.062151436,-1.016137,0
